userId,movieId,rating,timestamp
934017039865,933937287531,4.0,964982703
934017039865,933937296059,4.0,964981247
934017039865,933937311533,4.0,964982224
934017039865,933938515819,5.0,964983815
934017039865,933938524239,5.0,964982931
934017039865,933938592653,3.0,964982400
934017039865,933938704193,5.0,964980868
934017039865,933938735701,4.0,964982176
934017039865,933938846626,5.0,964984041
934017039865,933938869023,5.0,964984100
934017039865,933938894593,5.0,964983650
934017039865,933939090099,5.0,964981208
934017039865,933939117863,3.0,964980985
934017039865,933939142932,5.0,964981179
934017039865,933939162170,4.0,964980908
934017039865,933939254590,5.0,964981680
934017039865,933938340835,3.0,964982967
934017039865,933938415989,3.0,964982310
934017039865,933938481993,5.0,964981179
934017039865,933938548172,4.0,964982563
934017039865,933938574933,4.0,964980962
934017039865,933938599149,5.0,964982588
934017039865,933938618884,4.0,964981710
934017039865,933938794407,3.0,964982363
934017039865,933938861306,4.0,964980868
934017039865,933938919455,5.0,964981909
934017039865,933938999975,4.0,964982346
934017039865,933939076403,3.0,964981208
934017039865,933939178263,5.0,964984002
934017039865,933939240048,4.0,964981179
934017039865,933939270001,4.0,964982653
934017039865,933939277558,5.0,964984153
934017039865,933939369673,4.0,964982546
934017039865,933939374353,4.0,964982271
934017039865,933939378837,4.0,964983793
934017039865,933938343306,5.0,964982838
934017039865,933938370719,5.0,964982931
934017039865,933938477393,3.0,964982563
934017039865,933938495986,5.0,964982838
934017039865,933938528877,3.0,964981775
934017039865,933938664786,4.0,964982400
934017039865,933938671698,3.0,964982653
934017039865,933938760073,3.0,964984086
934017039865,933938831084,4.0,964980499
934017039865,933939110040,5.0,964982475
934017039865,933939126642,5.0,964981529
934017039865,933939190881,5.0,964982176
934017039865,933939201385,4.0,964983614
934017039865,933939245846,5.0,964983219
934017039865,933938333637,3.0,964981775
934017039865,933938389654,5.0,964982681
934017039865,933938394640,5.0,964982876
934017039865,933938398431,5.0,964982791
934017039865,933938412025,5.0,964982855
934017039865,933938417571,3.0,964982903
934017039865,933938418176,5.0,964982653
934017039865,933938425840,5.0,964982791
934017039865,933938457218,4.0,964981179
934017039865,933938474172,5.0,964982400
934017039865,933938510337,4.0,964980924
934017039865,933938530125,5.0,964981680
934017039865,933938551848,5.0,964981327
934017039865,933938582966,5.0,964982951
934017039865,933938587196,4.0,964984018
934017039865,933938597388,5.0,964983484
934017039865,933938618263,5.0,964981680
934017039865,933938696631,4.0,964982513
934017039865,933938726150,5.0,964981327
934017039865,933938868560,5.0,964981827
934017039865,933938873574,5.0,964981872
934017039865,933938877760,5.0,964981827
934017039865,933938906258,5.0,964983737
934017039865,933938913340,4.0,964983250
934017039865,933938924456,5.0,964980499
934017039865,933938936422,5.0,964982951
934017039865,933938937968,4.0,964981855
934017039865,933938960940,2.0,964983393
934017039865,933938964575,5.0,964981909
934017039865,933938972062,5.0,964981909
934017039865,933938982477,5.0,964984018
934017039865,933938988376,5.0,964983618
934017039865,933939036472,5.0,964983723
934017039865,933939105521,5.0,964981442
934017039865,933939112319,3.0,964983414
934017039865,933939139470,4.0,964983599
934017039865,933940210033,5.0,964983705
934017039865,933940228620,5.0,964982290
934017039865,933940240667,5.0,964983414
934017039865,933940256974,5.0,964982703
934017039865,933940297413,5.0,964981909
934017039865,933940320806,5.0,964984086
934017039865,933939433777,4.0,964983393
934017039865,933939533303,3.0,964982653
934017039865,933939599725,3.0,964983017
934017039865,933939632461,3.0,964982310
934017039865,933939739212,3.0,964984112
934017039865,933939802970,4.0,964980875
934017039865,933939886060,4.0,964980985
934017039865,933939920087,5.0,964981107
934017039865,933939986465,4.0,964982620
934017039865,933940029188,5.0,964982290
934017039865,933940038156,3.0,964981125
934017039865,933940067288,5.0,964982346
934017039865,933940179378,5.0,964982951
934017039865,933940190506,4.0,964983056
934017039865,933940205087,5.0,964983504
934017039865,933940252648,3.0,964983536
934017039865,933940356843,3.0,964982620
934017039865,933939458801,5.0,964981125
934017039865,933939544495,4.0,964981230
934017039865,933939576777,4.0,964981404
934017039865,933939599883,5.0,964983034
934017039865,933939604585,4.0,964983056
934017039865,933939882938,4.0,964981780
934017039865,933939908245,5.0,964981497
934017039865,933940006449,5.0,964982176
934017039865,933940058478,4.0,964981710
934017039865,933940183718,4.0,964982211
934017039865,933940205909,5.0,964981710
934017039865,933940235981,4.0,964984176
934017039865,933940258648,5.0,964980523
934017039865,933940298979,4.0,964981888
934017039865,933940306642,5.0,964982903
934017039865,933940353246,4.0,964982563
934017039865,933940355189,5.0,964982791
934017039865,933940375942,4.0,964981747
934017039865,933940394722,5.0,964982400
934017039865,933939415145,5.0,964982838
934017039865,933939455841,5.0,964982838
934017039865,933939468994,3.0,964981710
934017039865,933939473921,5.0,964982653
934017039865,933939478684,4.0,964982838
934017039865,933939491966,4.0,964982588
934017039865,933939512156,4.0,964981725
934017039865,933939550237,5.0,964982529
934017039865,933939552852,5.0,964982876
934017039865,933939626545,5.0,964982791
934017039865,933939635881,5.0,964982791
934017039865,933939645201,5.0,964982838
934017039865,933939654542,4.0,964981725
934017039865,933939717994,5.0,964981710
934017039865,933939762588,4.0,964981680
934017039865,933939829344,4.0,964981710
934017039865,933939953116,2.0,964981775
934017039865,933940003207,4.0,964982989
934017039865,933940022879,4.0,964982310
934017039865,933940075233,5.0,964983664
934017039865,933940197225,5.0,964983263
934017039865,933940234122,2.0,964983546
934017039865,933940284464,5.0,964983861
934017039865,933940338345,4.0,964982462
934017039865,933940417648,5.0,964983123
934017039865,933940428217,2.0,964983094
934017039865,933939402387,5.0,964981093
934017039865,933939444941,4.0,964982310
934017039865,933939478281,3.0,964982513
934017039865,933939524061,5.0,964982242
934017039865,933939591592,4.0,964982620
934017039865,933939625501,5.0,964983414
934017039865,933939658281,5.0,964982588
934017039865,933939689275,4.0,964984169
934017039865,933939721209,4.0,965719662
934017039865,933939757398,5.0,964981278
934017039865,933939845737,3.0,964982328
934017039865,933939849582,5.0,964982242
934017039865,933939898379,5.0,964981265
934017039865,933939986715,5.0,964981888
934017039865,933940015729,5.0,964983000
934017039865,933940060456,5.0,964981144
934017039865,933940120706,4.0,964983080
934017039865,933940121888,2.0,964982588
934017039865,933940151851,4.0,964980523
934017039865,933940181713,4.0,964982377
934017039865,933940183147,5.0,964982620
934017039865,933940197874,4.0,964983393
934017039865,933940201919,4.0,964983414
934017039865,933940212546,5.0,964983393
934017039865,933940225487,3.0,964983426
934017039865,933941369341,5.0,964981855
934017039865,933941403557,5.0,964980985
934017039865,933941443379,5.0,964983414
934017039865,933940554850,5.0,964982703
934017039865,933940659754,4.0,964981710
934017039865,933940752843,4.0,964980523
934017039865,933940833165,5.0,964980868
934017039865,933940882383,5.0,964981680
934017039865,933940983297,5.0,964982703
934017039865,933941027047,4.0,964982290
934017039865,933941123675,5.0,964981872
934017039865,933941133104,5.0,964982176
934017039865,933941137186,5.0,964982191
934017039865,933941137442,5.0,964981888
934017039865,933941163049,5.0,964983282
934017039865,933941253892,4.0,964983034
934017039865,933941262613,5.0,964982495
934017039865,933941278765,5.0,964982271
934017039865,933941285069,5.0,964982242
934017039865,933941298625,4.0,964980896
934017039865,933941409903,5.0,964983762
934017039865,933941415178,5.0,964982791
934017039865,933941474414,5.0,964981208
934017039865,933940428848,5.0,964984086
934017039865,933940458832,4.0,964981872
934017039865,933940713077,5.0,964983873
934017039865,933940779794,4.0,964982495
934017039865,933940805075,1.0,964983504
934017039865,933940955248,3.0,964981093
934017039865,933940967422,3.0,964983108
934017039865,933940992507,5.0,964981107
934017039865,933941074517,5.0,964983536
934017039865,933941345596,5.0,964983484
934017039865,933940478858,4.0,964981799
934017039865,933940483919,4.0,964981799
934017039865,933940490040,5.0,964982328
934017039865,933940512932,5.0,964984054
934017039865,933940519442,5.0,964981144
934017039865,933940609134,4.0,964981725
934017039865,933940630947,4.0,964981775
934017039865,933940746318,4.0,964982271
934017039865,933940902461,5.0,964980668
934017039865,933940992457,4.0,964980683
934017039865,933941060067,4.0,964982271
934017039865,933941142393,5.0,964981589
934017039865,933941271028,5.0,964983737
934017039865,933941273297,5.0,964981909
934017039865,933941368052,5.0,964982363
934017039865,933941408808,4.0,964982417
934017039865,933941425274,4.0,964980694
934017039865,933940515863,5.0,964981855
934017039865,933940560243,4.0,964981220
934017039865,933941153001,4.0,964982903
934017039865,933941849890,5.0,964984002
934017042622,933938423958,3.0,1445714835
934017042622,933938481993,4.0,1445715029
